,customer_id,purchase_date,product_category,amount,transaction_id
599,628,2025-05-21,Home & Kitchen,140.67,1599
600,282,2025-01-19,Toys,358.45,1600
601,377,2025-06-06,Toys,175.94,1601
602,209,2025-02-22,Toys,141.31,1602
603,784,2025-02-08,Home & Kitchen,255.62829268292683,1603
604,465,2025-05-29,Toys,482.19,1604
605,25,,Toys,182.12,1605
606,714,2025-06-26,Home & Kitchen,402.28,1606
607,527,2025-04-22,Electronics,213.91,1607
608,696,2025-02-28,Toys,412.1,1608
609,882,2025-07-07,Clothing,183.32,1609
610,431,2025-07-12,Clothing,148.18,1610
611,711,2025-06-25,Clothing,262.48,1611
612,184,2025-03-17,Toys,32.04,1612
613,801,2025-06-26,,310.45,1613
614,540,2025-07-14,Sports,65.85,1614
615,187,2025-06-06,Electronics,329.05,1615
616,955,2025-08-31,Electronics,386.96,1616
617,815,2025-05-24,,352.08,1617
618,709,2025-04-19,Clothing,236.81905660377362,1618
619,920,2025-04-12,Toys,492.5,1619
620,172,2025-06-08,Electronics,454.41,1620
621,761,2025-05-09,Clothing,297.37,1621
622,747,2025-04-29,Home & Kitchen,144.84,1622
623,481,2025-04-06,Toys,360.57,1623
624,501,2025-03-02,Sports,204.42,1624
625,620,2025-04-18,Electronics,368.55,1625
626,752,2025-05-27,Clothing,209.75,1626
627,381,2025-09-01,Clothing,154.65,1627
628,152,2025-05-01,Electronics,55.39,1628
629,573,2025-08-23,Electronics,160.11,1629
630,445,2025-02-08,Home & Kitchen,445.66,1630
631,986,2025-01-17,Electronics,307.34,1631
632,482,2025-03-28,Sports,345.7,1632
633,326,2025-05-09,Sports,386.71,1633
634,116,2025-06-22,Clothing,124.78,1634
635,174,2025-08-14,Sports,59.94,1635
636,576,2025-04-27,Home & Kitchen,74.57,1636
637,705,2025-04-10,Clothing,365.79,1637
638,353,2025-06-08,Electronics,248.7,1638
639,517,2025-02-07,Clothing,124.76,1639
640,888,2025-03-04,Toys,116.03,1640
641,327,,Sports,371.54,1641
642,923,2025-04-21,Toys,195.83,1642
643,972,2025-01-20,Clothing,488.77,1643
644,284,2025-04-15,,127.43,1644
645,240,2025-04-18,Toys,496.95,1645
646,479,2025-09-16,Clothing,40.8,1646
647,221,2025-01-20,Electronics,278.92284722222223,1647
648,897,2025-05-08,Clothing,207.77,1648
649,745,2025-02-20,Clothing,236.81905660377362,1649
650,781,2025-05-13,Sports,330.03,1650
651,931,2025-08-07,Home & Kitchen,108.4,1651
652,904,2025-03-06,Toys,142.99,1652
653,961,2025-08-24,Toys,192.65,1653
654,952,2025-09-03,Electronics,10.99,1654
655,113,2025-04-03,Sports,476.35,1655
656,113,2025-04-03,Sports,476.35,1656
657,771,2025-06-25,Electronics,154.95,1657
658,46,2025-02-04,Sports,313.06,1658
659,933,2025-03-10,Sports,119.06,1659
660,470,2025-01-21,Toys,114.93,1660
661,892,2025-02-28,Sports,446.82,1661
662,370,2025-03-17,Toys,471.65,1662
663,471,2025-05-02,Home & Kitchen,255.62829268292683,1663
664,549,2025-04-21,Electronics,224.47,1664
665,515,2025-05-02,Toys,84.21,1665
666,885,2025-06-27,Sports,187.68,1666
667,432,2025-01-27,Sports,67.15,1667
668,199,2025-05-25,Home & Kitchen,481.59,1668
669,189,2025-04-27,Home & Kitchen,424.3,1669
670,362,2025-04-02,Electronics,298.86,1670
671,970,2025-04-21,Sports,63.66,1671
672,551,2025-05-06,Sports,428.24,1672
673,263,2025-06-10,Sports,250.56731428571428,1673
674,318,2025-08-16,Toys,414.62,1674
675,437,2025-09-14,Sports,327.85,1675
676,737,2025-06-10,Electronics,116.56,1676
677,4,2025-06-22,Sports,20.32,1677
678,354,2025-06-15,Sports,133.65,1678
679,75,2025-01-17,Electronics,475.63,1679
680,58,2025-06-28,Electronics,239.54,1680
681,959,2025-04-29,Sports,215.49,1681
682,166,2025-07-28,Toys,162.84,1682
683,697,2025-06-09,Toys,205.53,1683
684,443,2025-04-08,Electronics,322.04,1684
685,611,2025-06-28,Electronics,391.28,1685
686,250,2025-06-03,Toys,176.21,1686
687,412,2025-03-25,Sports,21.43,1687
688,38,2025-08-25,Electronics,463.47,1688
689,836,2025-07-11,Home & Kitchen,255.62829268292683,1689
690,760,2025-07-30,Clothing,357.3,1690
691,513,2025-04-05,Home & Kitchen,202.01,1691
692,9,2025-06-05,Sports,144.83,1692
693,64,2025-07-01,Home & Kitchen,373.08,1693
694,51,2025-07-13,Toys,252.28575163398693,1694
695,927,2025-02-09,Sports,295.0,1695
696,396,2025-01-22,Toys,137.46,1696
697,602,2025-06-06,Electronics,237.04,1697
698,622,,Clothing,378.21,1698
699,30,2025-06-07,Electronics,225.98,1699
700,530,2025-02-18,Sports,249.31,1700
701,987,2025-04-14,Sports,459.45,1701
702,610,2025-04-24,Electronics,68.29,1702
703,345,,Toys,494.08,1703
704,498,2025-05-14,Sports,327.56,1704
705,911,2025-02-23,Clothing,263.68,1705
706,228,,Clothing,200.59,1706
707,519,2025-02-09,Toys,139.35,1707
708,120,2025-01-01,Electronics,99.84,1708
709,42,2025-01-03,Electronics,464.97,1709
710,668,2025-07-27,Electronics,42.74,1710
711,871,2025-03-16,,187.05,1711
712,26,2025-08-03,Electronics,140.99,1712
713,543,2025-07-03,Home & Kitchen,398.32,1713
714,93,2025-08-30,Clothing,231.56,1714
715,851,2025-01-08,Electronics,424.78,1715
716,868,2025-03-25,Toys,48.11,1716
717,646,2025-06-08,Electronics,420.3,1717
718,357,2025-05-25,Electronics,388.13,1718
719,605,2025-06-06,Toys,293.49,1719
720,939,2025-01-01,Sports,337.01,1720
721,310,,,61.67,1721
722,329,2025-07-17,Toys,437.01,1722
723,757,2025-01-26,Clothing,236.81905660377362,1723
724,814,2025-02-16,Electronics,153.29,1724
725,366,2025-01-02,Electronics,26.65,1725
726,665,2025-01-04,Home & Kitchen,255.62829268292683,1726
727,262,2025-09-11,Clothing,372.88,1727
728,548,2025-05-21,Clothing,463.56,1728
729,144,2025-07-12,Toys,144.82,1729
730,294,2025-01-26,Home & Kitchen,5.01,1730
731,469,2025-08-03,Toys,362.46,1731
732,641,2025-08-04,Clothing,97.14,1732
733,992,2025-06-13,,444.76,1733
734,123,2025-08-20,Toys,263.64,1734
735,114,2025-08-11,Sports,352.76,1735
736,635,2025-01-13,Sports,87.64,1736
737,74,2025-01-05,Electronics,477.78,1737
738,382,2025-06-03,Toys,252.28575163398693,1738
739,536,2025-04-30,Sports,400.2,1739
740,768,2025-09-04,Sports,212.38,1740
741,913,2025-02-10,Clothing,479.11,1741
742,439,2025-05-27,Toys,116.93,1742
743,468,2025-05-17,Toys,325.67,1743
744,890,2025-09-08,Clothing,169.12,1744
745,922,2025-07-12,Toys,384.95,1745
746,645,2025-06-03,Sports,27.6,1746
747,444,2025-08-30,Electronics,74.7,1747
748,775,2025-05-25,Sports,144.1,1748
749,738,2025-01-13,Clothing,258.76,1749
750,982,2025-08-09,Clothing,55.75,1750
751,1000,2025-04-02,Home & Kitchen,42.42,1751
752,680,2025-01-23,Electronics,161.89,1752
753,597,2025-08-12,Sports,218.34,1753
754,371,2025-06-02,Clothing,13.91,1754
755,957,2025-03-25,Electronics,66.56,1755
756,62,2025-05-27,Electronics,258.01,1756
757,249,2025-08-12,Clothing,7.16,1757
758,774,2025-09-17,Toys,48.86,1758
759,452,2025-04-02,Home & Kitchen,258.62,1759
760,533,2025-08-15,Home & Kitchen,241.04,1760
761,264,2025-07-21,Sports,101.94,1761
762,421,2025-08-24,Home & Kitchen,182.56,1762
763,205,2025-07-09,,197.05,1763
764,974,2025-02-04,Toys,454.06,1764
765,454,2025-04-13,Clothing,196.34,1765
766,18,2025-01-12,Sports,225.54,1766
767,133,2025-06-27,Sports,151.17,1767
768,251,2025-05-09,Toys,483.38,1768
769,299,2025-08-17,Home & Kitchen,471.15,1769
770,867,2025-02-16,Home & Kitchen,263.12,1770
771,968,2025-08-13,Clothing,164.23,1771
772,534,2025-09-08,,111.79,1772
773,210,2025-01-15,Clothing,22.16,1773
774,794,,Home & Kitchen,12.27,1774
775,800,2025-02-15,Sports,16.56,1775
776,676,2025-01-02,Sports,313.09,1776
777,835,2025-05-28,Electronics,186.01,1777
778,453,2025-09-08,Clothing,221.12,1778
779,750,2025-01-11,Sports,281.53,1779
780,151,2025-06-30,Toys,106.32,1780
781,989,2025-01-12,Toys,30.92,1781
782,844,2025-04-30,Sports,250.56731428571428,1782
783,258,2025-09-14,Sports,248.97,1783
784,222,2025-04-28,Clothing,446.69,1784
785,337,2025-01-17,Toys,188.06,1785
786,196,2025-03-27,Clothing,481.57,1786
787,753,2025-04-12,Toys,451.46,1787
788,790,2025-04-23,Sports,303.46,1788
789,175,2025-03-03,Toys,193.3,1789
790,708,2025-03-23,Sports,105.6,1790
791,413,2025-08-21,Toys,381.71,1791
792,596,2025-01-08,Clothing,64.91,1792
793,197,2025-04-14,Home & Kitchen,292.33,1793
794,830,2025-07-14,Home & Kitchen,365.94,1794
795,924,2025-08-29,Clothing,41.09,1795
796,265,2025-03-31,Sports,402.96,1796
797,598,2025-02-27,Clothing,161.24,1797
798,126,2025-08-24,Sports,71.55,1798
799,234,2025-06-02,Sports,256.9,1799
800,935,2025-04-27,Clothing,244.29,1800
801,802,2025-01-28,Sports,189.0,1801
802,600,2025-05-28,Clothing,61.35,1802
803,756,2025-06-12,Sports,378.36,1803
804,827,2025-01-01,,255.6,1804
805,141,2025-04-17,Toys,177.67,1805
806,715,2025-06-20,Clothing,317.5,1806
807,376,2025-04-23,Clothing,483.19,1807
808,704,2025-01-16,Toys,424.25,1808
809,656,2025-09-03,Sports,218.11,1809
810,115,2025-08-12,Clothing,28.85,1810
811,426,2025-06-10,Sports,172.74,1811
812,724,2025-02-06,Electronics,286.92,1812
813,550,2025-03-19,Electronics,278.92284722222223,1813
814,789,2025-08-30,Electronics,297.61,1814
815,494,2025-04-25,Clothing,61.89,1815
816,555,2025-03-04,Sports,74.31,1816
817,491,2025-03-14,Toys,33.54,1817
818,13,2025-06-19,Electronics,371.75,1818
819,937,2025-05-17,Electronics,130.92,1819
